0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997631173753405,0.9992058076929294,0.9985231275799876,0.9975429975429974,0.9719320376868238,0.99576630267477,0.9993308351177731,0.9978008942534734,0.9991736624292978,0.9978413383702105,0.9978413383702104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9851851851851856,0.9961984267137584,0.9616292016725143,0.9881948448544641,0.940982904246786,0.9451354037869424,0.4915929970532174,0.24493587260001498,0.9836466495967386,0.9595260858357614,0.9669639995960115,0.8860128381971113,0.9731205076166297,0.9030315402674026,0.9716517062255516,0.9717782053282035,0.9951549387790224,0.9593885683697413,0.9984319621686063,0.0,0.0,0.0,0.0,0.0
0.0,0.9996864220758858,0.7894736842106604,0.9974769352362699,0.9945951166982105,0.9232330231637303,0.9998376257519817,0.9993581703557416,0.9999056484459764,0.9997413875323565,0.9985781411931626,0.9963541239535498,0.9895530546806814,0.9896139030459917,0.9520019034619883,0.9858455425875337,0.9967161311170948,0.9951379852293524,0.9139479351004289,0.9998158608786898,0.9984100566943077,0.9999706567093514,0.9905716421897623,0.9985197462969705,0.0,0.0,0.0,0.0
0.0,0.0,0.7894736842107246,0.9978153449091832,0.9965347355948304,0.9897613481174036,0.9999374710823236,0.9998745412677813,0.9927604339988473,0.9927048246097815,0.977485772719907,0.6529147311500999,0.8509344825660086,0.8604848177663813,0.6613485487745194,0.844106600379756,0.46903802543941364,0.9122361336960054,0.858943859076183,0.9773686714328897,0.9789071168356843,0.010969867800015161,0.9994362362243737,0.9998516200149743,0.9978792007546102,0.0,0.0,0.0
0.0,0.9984709480122324,0.968007109531521,0.9853052847614058,0.9999617144867009,0.9976306261536277,0.10246679316893441,0.7844899317690146,0.872052007113083,0.7848424932617207,0.9971229635178154,0.8317660749358241,0.2484743590427334,0.14535937389261808,0.1110065170166546,0.6419448496475122,0.5859303809003097,0.4317270614673508,0.09136263208859531,0.012218459865296433,0.7605874379834651,0.9078469637462734,0.9936482357275181,0.9941464501308044,0.9983462202835489,0.9900730473871004,0.0,0.0
0.0,0.996866906870474,0.9918333170840778,0.9868920559247056,0.9989819441356472,0.9975396423114254,0.6059327571079193,0.8503971324974965,0.8892100221779321,0.9146140836122106,0.4131231852857503,0.7178863547257559,0.5015163994763578,0.457446145285601,0.1967931288739419,0.9458050764791354,0.029830689457143372,0.16417053810965745,0.39209724055536094,0.5076950917847484,0.8169835432200333,0.9087325053803597,0.9855004265889558,0.9817807922788172,0.9660936983018815,0.9994214889131918,0.0,0.0
0.0,0.9997448929304033,0.9999956315620077,0.9998077128676601,0.9926539431040691,0.9786635754783235,0.6986741703489125,0.7724078473405648,0.024167742163605007,0.9573444606373507,0.9020665967156366,0.47344083518444496,0.25579683913646195,0.4952172989332971,0.33214028780082205,0.2348334959908744,0.9455167704258245,0.043887969108674506,0.17475648490360457,0.4237900000367492,0.7691433442724156,0.9890112495064454,0.9218751700235981,0.9707493942431165,0.9978800252292633,0.9898907263483226,0.0,0.0
0.0,0.9997932816537468,0.9996197844998431,0.9985870822272975,0.7863636363636465,0.9861019817781134,0.9861827941030724,0.9572289922135382,0.8926068670498066,0.4650849858569986,0.3173398743753133,0.5363622404687143,0.4949377204775945,0.8894632358325628,0.5034838838873629,0.510518705475401,0.4819184027314203,0.11313585596150474,0.09697148161244123,0.6540895576350529,0.7727808225619621,0.7441240928343791,0.5546479785194314,0.9241616130693863,0.9987211455044217,0.9998896419813613,0.0,0.0
